DateTime,Junction,Vehicles,ID


2022-05-09 16:00:00,7,13,6
2022-05-09 16:00:00,7,11,6
2022-05-09 16:00:00,7,8,6
2022-05-09 17:00:00,7,8,6
2022-05-09 16:00:00,7,19,6
2022-05-09 16:00:00,7,10,6
2022-05-09 16:00:00,7,4,6
2022-05-09 17:00:00,7,8,6
2022-05-09 20:00:00,7,4,6
2022-05-09 21:00:00,7,9,6
2022-05-10 10:00:00,7,8,6
2022-05-10 11:00:00,7,11,6
2022-05-10 12:00:00,7,10,6
2022-05-10 13:00:00,7,15,6
2022-05-10 14:00:00,7,14,6
2022-05-10 15:00:00,7,15,6
2022-05-10 10:00:00,7,11,6
2022-05-10 11:00:00,7,8,6
2022-05-10 12:00:00,7,18,6
2022-05-10 10:00:00,7,8,6
2022-05-10 11:00:00,7,10,6
2022-05-10 12:00:00,7,15,6
2022-05-10 10:00:00,7,11,6
2022-05-10 11:00:00,7,8,6
2022-05-10 12:00:00,7,14,6
2022-05-10 10:00:00,7,9,6
2022-05-10 11:00:00,7,8,6
2022-05-10 12:00:00,7,8,6
2022-05-10 13:00:00,7,14,6
