DateTime,Junction,Vehicles,ID


2022-05-09 16:00:00,2,17,1
2022-05-09 16:00:00,2,14,1
2022-05-09 16:00:00,2,10,1
2022-05-09 17:00:00,2,12,1
2022-05-09 16:00:00,2,12,1
2022-05-09 16:00:00,2,14,1
2022-05-09 16:00:00,2,17,1
2022-05-09 17:00:00,2,10,1
2022-05-09 20:00:00,2,10,1
2022-05-09 21:00:00,2,8,1
2022-05-10 10:00:00,2,12,1
2022-05-10 11:00:00,2,9,1
2022-05-10 12:00:00,2,14,1
2022-05-10 13:00:00,2,14,1
2022-05-10 14:00:00,2,17,1
2022-05-10 15:00:00,2,19,1
2022-05-10 10:00:00,2,8,1
2022-05-10 11:00:00,2,6,1
2022-05-10 12:00:00,2,15,1
2022-05-10 10:00:00,2,11,1
2022-05-10 11:00:00,2,9,1
2022-05-10 12:00:00,2,19,1
2022-05-10 10:00:00,2,10,1
2022-05-10 11:00:00,2,6,1
2022-05-10 12:00:00,2,11,1
2022-05-10 10:00:00,2,8,1
2022-05-10 11:00:00,2,9,1
2022-05-10 12:00:00,2,9,1
2022-05-10 13:00:00,2,12,1
2022-05-10 11:00:00,2,8,1
2022-05-10 12:00:00,2,17,1
2022-05-10 13:00:00,2,17,1
2022-05-10 14:00:00,2,19,1
2022-05-10 15:00:00,2,13,1
2022-05-10 16:00:00,2,8,1
2022-05-10 17:00:00,2,13,1
2022-05-10 18:00:00,2,10,1
2022-05-10 11:00:00,2,9,1
