DateTime,Junction,Vehicles,ID


2022-05-09 16:00:00,10,4,9
2022-05-09 16:00:00,10,5,9
2022-05-09 16:00:00,10,19,9
2022-05-09 17:00:00,10,12,9
2022-05-09 16:00:00,10,10,9
2022-05-09 16:00:00,10,10,9
2022-05-09 16:00:00,10,11,9
2022-05-09 17:00:00,10,9,9
2022-05-09 20:00:00,10,8,9
2022-05-09 21:00:00,10,12,9
2022-05-10 10:00:00,10,9,9
2022-05-10 11:00:00,10,8,9
2022-05-10 12:00:00,10,16,9
2022-05-10 13:00:00,10,10,9
2022-05-10 14:00:00,10,13,9
2022-05-10 15:00:00,10,16,9
2022-05-10 10:00:00,10,10,9
2022-05-10 11:00:00,10,11,9
2022-05-10 12:00:00,10,14,9
2022-05-10 10:00:00,10,18,9
2022-05-10 11:00:00,10,4,9
2022-05-10 12:00:00,10,15,9
2022-05-10 10:00:00,10,5,9
2022-05-10 11:00:00,10,6,9
2022-05-10 12:00:00,10,11,9
2022-05-10 10:00:00,10,5,9
2022-05-10 11:00:00,10,11,9
2022-05-10 12:00:00,10,11,9
2022-05-10 13:00:00,10,18,9
