DateTime,Junction,Vehicles,ID


2022-05-09 16:00:00,6,9,5
2022-05-09 16:00:00,6,15,5
2022-05-09 16:00:00,6,12,5
2022-05-09 17:00:00,6,8,5
2022-05-09 16:00:00,6,10,5
2022-05-09 16:00:00,6,14,5
2022-05-09 16:00:00,6,11,5
2022-05-09 17:00:00,6,15,5
2022-05-09 20:00:00,6,5,5
2022-05-09 21:00:00,6,8,5
2022-05-10 10:00:00,6,10,5
2022-05-10 11:00:00,6,11,5
2022-05-10 12:00:00,6,17,5
2022-05-10 13:00:00,6,17,5
2022-05-10 14:00:00,6,14,5
2022-05-10 15:00:00,6,14,5
2022-05-10 10:00:00,6,7,5
2022-05-10 11:00:00,6,5,5
2022-05-10 12:00:00,6,17,5
2022-05-10 10:00:00,6,11,5
2022-05-10 11:00:00,6,10,5
2022-05-10 12:00:00,6,14,5
2022-05-10 10:00:00,6,11,5
2022-05-10 11:00:00,6,6,5
2022-05-10 12:00:00,6,18,5
2022-05-10 10:00:00,6,11,5
2022-05-10 11:00:00,6,8,5
2022-05-10 12:00:00,6,17,5
2022-05-10 13:00:00,6,16,5
