DateTime,Junction,Vehicles,ID


2022-05-09 16:00:00,5,12,4
2022-05-09 16:00:00,5,13,4
2022-05-09 16:00:00,5,14,4
2022-05-09 17:00:00,5,18,4
2022-05-09 16:00:00,5,16,4
2022-05-09 16:00:00,5,10,4
2022-05-09 16:00:00,5,6,4
2022-05-09 17:00:00,5,19,4
2022-05-09 20:00:00,5,8,4
2022-05-09 21:00:00,5,12,4
2022-05-10 10:00:00,5,7,4
2022-05-10 11:00:00,5,10,4
2022-05-10 12:00:00,5,16,4
2022-05-10 13:00:00,5,19,4
2022-05-10 14:00:00,5,12,4
2022-05-10 15:00:00,5,13,4
2022-05-10 10:00:00,5,5,4
2022-05-10 11:00:00,5,10,4
2022-05-10 12:00:00,5,15,4
2022-05-10 10:00:00,5,7,4
2022-05-10 11:00:00,5,9,4
2022-05-10 12:00:00,5,17,4
2022-05-10 10:00:00,5,6,4
2022-05-10 11:00:00,5,12,4
2022-05-10 12:00:00,5,13,4
2022-05-10 10:00:00,5,10,4
2022-05-10 11:00:00,5,6,4
2022-05-10 12:00:00,5,16,4
2022-05-10 13:00:00,5,16,4
2022-05-10 11:00:00,5,4,4
2022-05-10 12:00:00,5,13,4
2022-05-10 13:00:00,5,19,4
2022-05-10 14:00:00,5,15,4
2022-05-10 15:00:00,5,13,4
2022-05-10 16:00:00,5,15,4
2022-05-10 17:00:00,5,9,4
2022-05-10 18:00:00,5,12,4
2022-05-10 11:00:00,5,7,4
2022-05-10 16:00:00,5,11,4
2022-05-10 16:00:00,5,14,4
2022-05-10 17:00:00,5,13,4
2022-05-10 18:00:00,5,13,4
2022-05-10 19:00:00,5,9,4
2022-05-10 20:00:00,5,9,4
2022-05-10 16:00:00,5,15,4
2022-05-10 17:00:00,5,8,4
2022-05-10 18:00:00,5,15,4
2022-05-10 19:00:00,5,9,4
