DateTime,Junction,Vehicles,ID


2022-05-09 16:00:00,8,11,7
2022-05-09 16:00:00,8,10,7
2022-05-09 16:00:00,8,18,7
2022-05-09 17:00:00,8,10,7
2022-05-09 16:00:00,8,12,7
2022-05-09 16:00:00,8,10,7
2022-05-09 16:00:00,8,15,7
2022-05-09 17:00:00,8,15,7
2022-05-09 20:00:00,8,9,7
2022-05-09 21:00:00,8,7,7
2022-05-10 10:00:00,8,6,7
2022-05-10 11:00:00,8,5,7
2022-05-10 12:00:00,8,11,7
2022-05-10 13:00:00,8,15,7
2022-05-10 14:00:00,8,9,7
2022-05-10 15:00:00,8,20,7
2022-05-10 10:00:00,8,9,7
2022-05-10 11:00:00,8,9,7
2022-05-10 12:00:00,8,15,7
2022-05-10 10:00:00,8,13,7
2022-05-10 11:00:00,8,6,7
2022-05-10 12:00:00,8,22,7
2022-05-10 10:00:00,8,6,7
2022-05-10 11:00:00,8,13,7
2022-05-10 12:00:00,8,13,7
2022-05-10 10:00:00,8,8,7
2022-05-10 11:00:00,8,7,7
2022-05-10 12:00:00,8,17,7
2022-05-10 13:00:00,8,22,7
2022-05-10 11:00:00,8,10,7
2022-05-10 12:00:00,8,21,7
2022-05-10 13:00:00,8,14,7
2022-05-10 14:00:00,8,15,7
2022-05-10 15:00:00,8,13,7
